academic_year,division,team_name,org_id,conference,record,assists_per_game,caused_turnovers_per_game,clearing_percentage,face_off_winning_percentage,ground_balls_per_game,man_down_defense,man_up_offense,opponent_clear_percentage,points_per_game,saves_per_game,scoring_defense,scoring_margin,scoring_offense,shot_percentage,turnovers_per_game,winning_percentage,wins,losses,ties,games_played,wp,opp_wp,opp_opp_wp,rpi,schedule_difficulty_score,schedule_difficulty_rank,sos_avg_opp_win_pct,sos_avg_opp_offense,sos_avg_opp_defense,sos_std_opp_win_pct,sos_stats_rank
2015,1,Richmond,105972,SoCon,11-5,7.25,8.25,0.92,0.495,32.19,0.789,0.279,,19.0,10.75,7.44,4.31,11.75,0.303,14.06,0.688,11.0,5.0,0.0,16.0,0.6875,0.4165323340874811,0.484631373912343,0.5012990105218263,0.4134599796538414,65,0.4120714285714286,14.185714285714285,10.645714285714286,0.2150101207869442,65
2015,1,Robert Morris,105973,NEC,3-11,5.07,6.14,0.872,0.456,26.64,0.6,0.366,,14.57,10.79,11.29,-1.79,9.5,0.262,11.71,0.214,3.0,11.0,0.0,14.0,0.2142857142857142,0.4879947660575701,0.4608188129129356,0.4127735148284475,0.48827227150394964,38,0.4878571428571429,14.25,9.464285714285714,0.1414020898728451,39
2015,1,Rutgers,105974,Big Ten,5-10,5.6,5.53,0.861,0.647,32.47,0.585,0.3,,15.93,9.0,10.27,0.07,10.33,0.278,13.67,0.333,5.0,10.0,0.0,15.0,0.3333333333333333,0.4881619300891747,0.4948467784926352,0.4511259930010795,0.48827227150394964,38,0.4881999999999999,15.685999999999998,9.887333333333336,0.21239937225268193,38
2015,1,Sacred Heart,105975,NEC,6-7,4.92,7.15,0.81,0.516,28.15,0.537,0.236,,13.54,11.15,11.69,-3.08,8.62,0.267,17.85,0.462,6.0,7.0,0.0,13.0,0.4615384615384615,0.430129931657081,0.4798776498999074,0.4504189936881327,0.43049682575160225,62,0.4301538461538461,14.393846153846157,10.175384615384615,0.13788113395454693,62
2015,1,Saint Joseph's,105977,NEC,11-6,6.0,8.0,0.886,0.512,30.59,0.8,0.458,,16.71,9.53,7.65,3.06,10.71,0.27,12.88,0.647,11.0,6.0,0.0,17.0,0.6470588235294118,0.4189921141910761,0.4775842423689899,0.4906568235701385,0.42465677695923454,63,0.4231333333333333,13.620666666666665,10.173333333333336,0.1569831696569908,63
2015,1,Siena,105978,MAAC,5-9,5.43,6.29,0.849,0.485,29.36,0.655,0.362,,14.71,11.57,11.57,-2.29,9.29,0.248,14.5,0.357,5.0,9.0,0.0,14.0,0.3571428571428571,0.4573515272401912,0.4797030284614003,0.43788723502116,0.4560060709633308,50,0.4574615384615384,15.555384615384618,10.60923076923077,0.23782010505183093,50
2015,1,St. John's (NY),105976,Big East,3-11,5.64,7.0,0.845,0.45,30.21,0.529,0.34,,15.5,10.43,12.0,-2.14,9.86,0.274,13.21,0.214,3.0,11.0,0.0,14.0,0.2142857142857142,0.5329879185142342,0.5157495614995622,0.4490027782034362,0.5322590200440349,18,0.5330714285714286,16.709285714285716,10.252857142857142,0.1850210274867289,18
2015,1,Stony Brook,105979,America East,13-5,9.17,5.94,0.869,0.531,34.11,0.593,0.485,,23.06,8.33,10.89,3.0,13.89,0.402,12.0,0.722,13.0,5.0,0.0,18.0,0.7222222222222222,0.4562401006286455,0.5028361935150316,0.5343846542486361,0.4362456956568849,59,0.43606666666666655,16.496000000000002,11.096666666666666,0.2309018454283599,59
2015,1,Syracuse,105980,ACC,13-3,8.75,6.19,0.905,0.662,34.56,0.688,0.508,,23.63,10.38,9.63,5.25,14.88,0.343,12.38,0.813,13.0,3.0,0.0,16.0,0.8125,0.6300738058381248,0.5587287405985102,0.65784408806869,0.6203764422184483,2,0.6183846153846153,18.919999999999998,10.110000000000001,0.17133347531441018,2
2015,1,Towson,105981,CAA,12-6,4.22,5.78,0.869,0.51,27.11,0.729,0.367,,12.78,9.94,7.72,0.83,8.56,0.244,10.61,0.667,12.0,6.0,0.0,18.0,0.6666666666666666,0.4878647987910114,0.5254374975953495,0.5419584404610097,0.4983625824671155,33,0.498875,15.586875,9.6425,0.14359790867209732,34
2015,1,UAlbany,105923,America East,16-3,10.68,9.89,0.888,0.458,38.63,0.612,0.467,,27.79,12.21,10.0,7.11,17.11,0.366,15.63,0.842,16.0,3.0,0.0,19.0,0.8421052631578947,0.5164818206484874,0.5282274153516122,0.6008240799516205,0.4983625824671155,33,0.49893333333333334,17.02666666666667,10.513333333333334,0.18213016102654594,33
2015,1,UMBC,105956,America East,5-8,4.54,7.08,0.788,0.437,24.54,0.622,0.368,,13.08,11.31,10.08,-1.54,8.54,0.276,15.46,0.385,5.0,8.0,0.0,13.0,0.3846153846153846,0.5156768122228649,0.4850736928179147,0.4752606754697572,0.5153816409450079,26,0.5158333333333333,17.118333333333332,10.254166666666665,0.17619630781854906,26
2015,1,VMI,105987,SoCon,1-14,1.87,6.87,0.748,0.466,26.73,0.535,0.209,,7.07,11.4,15.4,-10.2,5.2,0.185,18.87,0.067,1.0,14.0,0.0,15.0,0.0666666666666666,0.4681347539015607,0.4573809793393439,0.365079288452283,0.46806895742065724,45,0.46814285714285714,14.793571428571427,9.380714285714287,0.16219030142875687,45
2015,1,Vermont,105985,America East,6-10,7.38,6.5,0.831,0.511,35.13,0.629,0.435,,19.5,13.44,14.25,-2.13,12.13,0.293,16.56,0.375,6.0,10.0,0.0,16.0,0.375,0.481191225928068,0.4956083662243828,0.4582477045201297,0.46514023595275833,46,0.4640714285714284,15.925,10.722857142857142,0.19681407625534536,46
2015,1,Villanova,105986,Big East,6-8,5.29,5.29,0.857,0.477,22.5,0.625,0.292,,14.64,10.93,10.36,-1.0,9.36,0.243,12.86,0.429,6.0,8.0,0.0,14.0,0.4285714285714285,0.5476905978315753,0.5340193280573874,0.5144929880729916,0.5219127667482446,23,0.521,15.88076923076923,10.006923076923075,0.18487917052039068,24
2015,1,Virginia,105988,ACC,10-5,7.13,7.4,0.903,0.462,32.13,0.62,0.276,,19.2,13.0,11.0,1.07,12.07,0.328,12.93,0.667,10.0,5.0,0.0,15.0,0.6666666666666666,0.5763683593095357,0.5515358428140534,0.5927348070249479,0.5724462288019275,5,0.5740714285714285,17.95285714285714,10.328571428571427,0.19434779732873383,6
2015,1,Wagner,105989,NEC,4-9,4.15,8.08,0.806,0.429,22.31,0.639,0.348,,11.31,9.31,8.23,-1.08,7.15,0.227,13.08,0.308,4.0,9.0,0.0,13.0,0.3076923076923077,0.3416301563360386,0.4639047244993187,0.3637143362159259,0.33896063825323636,68,0.34166666666666673,12.271666666666667,10.685833333333333,0.17427962843915204,68
2015,1,Yale,105990,Ivy League,11-5,6.69,6.75,0.891,0.523,27.38,0.712,0.436,,18.06,8.44,8.13,3.25,11.38,0.324,13.56,0.688,11.0,5.0,0.0,16.0,0.6875,0.5816159869255845,0.5256248866330455,0.5940892151210536,0.5521028764078837,9,0.5524166666666666,17.291666666666668,10.328333333333333,0.16995610135822983,9
2015,2,Adams St.,106015,Independent,4-11,3.93,,0.861,0.371,22.0,0.617,0.368,,14.2,10.13,14.67,,10.27,0.293,15.33,0.267,,,,,,,,,0.5153816409450079,19,0.5162000000000001,17.918,9.82,0.23275515031895644,19
2015,2,Adelphi,105992,NE10,15-3,8.94,8.94,0.843,0.688,38.28,0.75,0.414,,23.94,10.89,8.89,6.11,15.0,0.315,16.83,0.833,,,,,,,,,0.5083978221798221,21,0.5088571428571428,15.712142857142856,10.177857142857144,0.253289742937907,21
2015,2,Alderson Broaddus,106016,ECAC-II,4-9,4.85,7.46,0.752,0.461,26.92,0.662,0.324,,13.0,11.62,13.69,,8.15,0.26,21.62,0.308,,,,,,,,,0.4283620237737425,51,0.42792307692307685,15.610833333333334,11.255384615384616,0.2717749242801028,51
2015,2,American Int'l,105993,NE10,2-13,3.33,6.6,0.772,0.38,25.4,0.639,0.278,,9.8,14.6,14.4,,6.47,0.255,22.73,0.133,,,,,,,,,0.4812349406027838,36,0.4809999999999999,15.944285714285714,10.539333333333333,0.2681966939890696,36
2015,2,Assumption,105994,NE10,9-8,4.35,4.88,0.831,0.56,29.47,0.656,0.145,,13.0,11.82,9.18,,8.65,0.284,18.29,0.529,,,,,,,,,0.49408698287455854,30,0.4923125,16.315333333333335,10.485625,0.26387206150661346,31
2015,2,Belmont Abbey,106028,Conference Carolinas,11-5,6.19,7.81,0.861,0.463,29.81,0.722,0.429,,18.81,10.56,9.0,3.63,12.63,0.322,17.06,0.688,,,,,,,,,0.478124070406951,40,0.47866666666666663,16.012666666666668,11.616666666666667,0.24204453217446484,40
2015,2,Bentley,105995,NE10,6-7,3.92,6.46,0.846,0.616,24.85,0.694,0.286,,13.0,10.23,9.69,,9.08,0.228,15.46,0.462,,,,,,,,,0.4983625824671155,29,0.4975384615384615,16.156923076923075,10.69923076923077,0.2761782076248303,29
2015,2,Brevard,106044,SAC,8-8,5.88,9.88,0.832,0.4,35.63,0.622,0.283,,16.38,13.88,12.0,,10.5,0.341,17.31,0.5,,,,,,,,,0.39414164665644896,54,0.3941999999999999,15.346666666666666,11.569285714285712,0.2106026907077242,54
2015,2,CSU Pueblo,106030,RMAC,0-10,4.0,6.5,0.672,0.421,28.6,,0.255,,11.6,10.8,,,7.6,0.309,,0.0,,,,,,,,,0.5272554767244328,16,0.5273333333333333,17.643333333333334,10.573333333333334,0.20094581912103127,16
2015,2,Catawba,106017,SAC,5-10,5.2,4.27,0.836,0.663,31.6,0.594,0.429,,14.67,10.33,11.33,,9.47,0.263,17.73,0.333,,,,,,,,,0.5073168293282724,23,0.5073333333333333,17.312,10.748666666666663,0.21213318667499642,23
2015,2,Chestnut Hill,106041,ECC,6-7,4.77,6.46,0.798,0.38,26.0,0.645,0.397,,14.38,11.77,10.23,,9.62,0.275,16.31,0.462,,,,,,,,,0.47008276292432105,41,0.4700000000000001,16.06846153846154,10.762307692307694,0.2248637194117635,41
2015,2,Coker,106018,SAC,9-5,5.21,6.5,0.866,0.436,31.29,0.6,0.254,,16.14,11.0,10.57,,10.93,0.33,16.36,0.643,,,,,,,,,0.4626376369612048,44,0.4629230769230769,16.963846153846152,10.793076923076923,0.16544134983941106,45
2015,2,Colorado Mesa,106034,RMAC,9-3,7.75,7.75,0.869,0.54,29.67,0.741,0.339,,22.0,10.5,9.67,4.58,14.25,0.315,13.75,0.75,,,,,,,,,0.5311345476985015,14,0.5305,17.3825,9.679999999999998,0.2925042734730554,14
2015,2,Dist. Columbia,105996,ECC,2-9,3.55,7.45,0.727,0.563,39.55,0.573,0.283,,12.45,13.0,16.91,,8.91,0.251,24.18,0.182,,,,,,,,,0.4805208851241903,37,0.4804545454545454,15.66909090909091,10.690909090909093,0.21669893805015775,37
2015,2,Dominican (NY),106032,ECC,1-12,3.92,9.0,0.701,0.475,33.31,0.627,0.203,,10.31,14.92,14.46,,,,24.85,0.077,,,,,,,,,0.4680277562767098,42,0.4678333333333333,15.834545454545456,11.112500000000002,0.24844946948804075,42
2015,2,Dowling,106029,ECC,5-8,3.46,6.92,0.824,0.542,28.69,0.667,0.34,,13.08,10.77,10.92,,9.62,0.288,17.15,0.385,,,,,,,,,0.5421054183508555,11,0.5423076923076924,16.98923076923077,10.483076923076924,0.24190506231081155,11
2015,2,Emmanuel (GA),106050,Independent,3-10,3.15,6.92,0.793,,,0.686,,,9.69,15.31,15.08,,6.54,0.203,14.46,0.231,,,,,,,,,0.5272554767244328,16,0.5270833333333332,17.18,10.770000000000001,0.25091149114556094,17
2015,2,Fla. Southern,105998,Sunshine State,6-8,7.43,8.29,0.817,0.557,37.5,0.484,0.449,,20.21,12.07,12.57,,12.79,0.27,16.93,0.429,,,,,,,,,0.5462046138910223,10,0.5465000000000001,17.695,10.51357142857143,0.2103231357425317,10
2015,2,Florida Tech,105997,Sunshine State,12-4,6.63,8.63,0.873,0.61,37.25,0.776,0.372,,19.06,10.5,9.19,3.25,12.44,0.277,17.56,0.75,,,,,,,,,0.46206839231268465,46,0.46091666666666664,16.26,10.70083333333333,0.19701880550399808,46
2015,2,Franklin Pierce,105999,NE10,12-4,5.44,8.25,0.818,0.404,27.25,0.775,0.25,,15.88,12.56,8.5,,10.44,0.285,17.44,0.75,,,,,,,,,0.42073141271095843,52,0.4189285714285714,15.154615384615385,11.022857142857143,0.2686262577011611,52
2015,2,LIU Post,106001,ECC,14-3,6.88,8.47,0.827,0.591,29.94,0.69,0.4,,20.24,9.94,8.59,4.76,13.35,0.333,15.71,0.824,,,,,,,,,0.5262057227056925,18,0.526,16.86466666666667,10.449333333333334,0.23023292553412075,18
2015,2,Lake Erie,106031,ECAC-II,15-3,6.06,11.17,0.881,0.355,26.28,0.674,0.302,,17.22,8.89,7.33,3.83,11.17,0.321,13.78,0.833,,,,,,,,,0.5595428853863725,5,0.5612142857142857,17.163571428571426,9.732142857142858,0.25983323733596864,5
2015,2,Le Moyne,106000,NE10,16-3,7.16,7.21,0.844,0.491,31.95,0.81,0.438,,21.37,13.11,6.68,7.53,14.21,0.334,15.16,0.842,,,,,,,,,0.5562628414099327,8,0.5566875,16.640625,9.79125,0.26116774273204185,8
2015,2,Lees-McRae,106038,Conference Carolinas,2-14,4.44,6.06,0.735,0.349,26.44,0.674,0.132,,11.88,12.81,18.19,,7.44,0.272,18.31,0.125,,,,,,,,,0.4680277562767098,42,0.4669333333333333,16.642666666666667,11.203999999999999,0.24544176951411958,43
2015,2,Lenoir-Rhyne,106019,SAC,9-7,6.69,10.94,0.884,0.502,34.0,0.607,0.265,,19.5,8.19,9.75,3.06,12.81,0.312,15.44,0.563,,,,,,,,,0.5574777757598258,7,0.5578461538461539,18.356923076923074,10.29076923076923,0.19074100287435525,7
2015,2,Limestone,106020,Conference Carolinas,20-1,9.24,9.05,0.896,0.716,41.24,0.737,0.438,,26.29,8.67,7.48,9.57,17.05,0.371,16.62,0.952,,,,,,,,,0.5595428853863725,5,0.56,17.36888888888889,10.468333333333334,0.2382487029229004,6
2015,2,Lincoln Memorial,106021,SAC,4-10,4.5,9.21,0.812,0.458,32.21,0.787,0.167,,13.14,12.0,9.29,,8.64,0.257,19.07,0.286,,,,,,,,,0.36725862176145546,56,0.36466666666666664,15.182499999999997,12.364545454545457,0.20982466225133994,57
2015,2,Lindenwood,106045,ECAC-II,14-4,6.67,7.5,0.834,0.643,33.06,0.708,0.379,,19.89,,8.06,5.17,13.22,0.339,17.33,0.778,,,,,,,,,0.49408698287455854,30,0.4931333333333333,17.042666666666666,10.102142857142855,0.27049506875768037,30
2015,2,Lynn,106040,Sunshine State,7-7,6.29,7.86,0.87,0.538,32.29,0.609,0.412,,17.21,10.0,10.29,,10.93,0.313,14.07,0.5,,,,,,,,,0.48827227150394964,35,0.48825,15.929166666666667,11.248333333333333,0.2645150043003232,35
2015,2,Mars Hill,106022,SAC,10-6,7.88,6.63,0.852,0.486,31.69,0.823,0.327,,21.94,13.0,9.06,5.0,14.06,0.414,15.81,0.625,,,,,,,,,0.4805208851241903,37,0.48000000000000004,16.585384615384612,11.257692307692308,0.1973286988367769,39
2015,2,Mercy,106002,ECC,10-7,6.71,7.82,0.855,0.564,33.65,0.558,0.447,,18.35,9.06,9.71,,11.65,0.302,15.47,0.588,,,,,,,,,0.4456211152470233,50,0.4453333333333333,15.464,10.875333333333332,0.22308105153857322,50
2015,2,Mercyhurst,106003,ECAC-II,8-6,6.43,6.29,0.872,0.554,25.5,0.784,0.347,,16.93,9.36,7.14,3.36,10.5,0.308,16.0,0.571,,,,,,,,,0.5312387480409371,13,0.5313846153846155,16.591538461538462,10.194615384615386,0.25661750598643546,13
2015,2,Merrimack,106004,NE10,13-3,6.88,7.44,0.877,0.471,32.13,0.65,0.326,,19.94,11.19,7.5,5.56,13.06,0.287,14.19,0.813,,,,,,,,,0.4909328592300994,32,0.49184615384615377,15.54076923076923,10.452307692307695,0.25552866650981454,33
2015,2,Molloy,106005,ECC,11-4,7.27,7.4,0.854,0.507,30.6,0.625,0.313,,20.13,10.27,9.67,3.2,12.87,0.311,13.2,0.733,,,,,,,,,0.39862728722015,53,0.3968571428571429,14.577857142857143,11.336428571428572,0.23765486894800594,53
2015,2,Mount Olive,106023,Conference Carolinas,11-5,5.69,6.75,0.854,0.552,32.13,0.709,0.224,,17.25,11.13,9.0,,11.56,0.324,15.94,0.688,,,,,,,,,0.4805208851241903,37,0.4803571428571428,16.654999999999998,11.022857142857143,0.2698204713039652,38
2015,2,New York Tech,106007,ECC,12-4,8.56,10.63,0.835,0.452,28.69,0.831,0.517,,21.94,8.81,8.0,5.38,13.38,0.36,15.06,0.75,,,,,,,,,0.5064227373065731,24,0.5065,16.279285714285717,10.680714285714286,0.26363821259987547,24
2015,2,North Greenville,106033,Conference Carolinas,1-14,4.07,4.0,0.831,0.375,26.47,0.627,0.243,,11.67,14.73,15.93,,7.6,0.331,19.4,0.067,,,,,,,,,0.5083978221798221,21,0.5087999999999998,16.672,10.776666666666667,0.20511369205069335,22
2015,2,Notre Dame de Namur,106042,Independent,1-8,,8.0,,0.457,28.0,0.71,0.244,,,13.22,13.78,,7.11,0.223,24.44,0.111,,,,,,,,,0.37959349771234807,55,0.3785,13.43,11.3775,0.21741895041601134,55
2015,2,Ohio Valley,106039,Independent,0-15,3.53,6.8,0.745,0.35,22.93,0.583,0.169,,10.33,14.0,15.73,,6.8,0.268,23.4,0.0,,,,,,,,,0.5018850486912354,26,0.5024666666666666,16.32533333333333,10.348,0.2023817734437126,26
2015,2,Pace,106008,NE10,9-7,6.44,9.5,0.83,0.523,35.38,0.704,0.322,,18.25,12.44,10.5,,11.81,0.317,19.19,0.563,,,,,,,,,0.48838978651853954,34,0.4883571428571428,15.411428571428573,10.33642857142857,0.24634604208101168,34
2015,2,Pfeiffer,106009,Conference Carolinas,10-5,8.13,9.47,0.871,0.484,31.87,0.702,0.545,,22.2,10.47,10.13,3.93,14.07,0.34,15.13,0.667,,,,,,,,,0.5009949749966803,28,0.5011428571428571,16.882142857142856,11.185,0.23447688193778357,28
2015,2,Post,106024,Independent,6-8,4.14,8.0,0.806,0.373,29.93,0.629,0.164,,13.93,12.86,10.71,,9.79,0.276,19.0,0.429,,,,,,,,,0.36725862176145546,56,0.36521428571428566,14.226923076923075,11.844285714285714,0.2685963989151829,56
2015,2,Queens (NC),106035,SAC,9-8,5.59,5.53,0.789,0.617,28.18,0.71,0.587,,15.65,11.18,11.41,,10.06,0.336,19.65,0.529,,,,,,,,,0.5912860006887398,1,0.5914375000000001,18.476875,9.699375,0.19134555415203666,1
2015,2,Roberts Wesleyan,106047,ECC,4-11,5.2,8.67,0.796,0.528,31.4,0.676,0.306,,14.0,12.73,11.93,,8.8,0.265,20.13,0.267,,,,,,,,,0.4535502512738834,48,0.45339999999999997,15.487333333333332,10.85,0.26046747717645413,48
2015,2,Rockhurst,106025,Independent,7-5,7.0,6.67,0.895,0.584,30.83,0.803,0.275,,20.25,9.08,9.75,3.5,13.25,0.275,17.17,0.583,,,,,,,,,0.36011336281716294,58,0.359,15.604,12.0325,0.34486751079218814,58
2015,2,Rollins,106010,Sunshine State,6-10,4.63,7.31,0.857,0.45,29.06,0.652,0.328,,13.44,11.75,10.25,,8.81,0.255,17.13,0.375,,,,,,,,,0.5652411997844625,3,0.5656000000000001,18.03933333333333,10.375333333333334,0.18224079309163102,3
2015,2,Saint Leo,106012,Sunshine State,7-7,5.36,7.21,0.867,0.611,32.29,0.675,0.35,,16.29,12.36,9.43,,10.93,0.277,13.43,0.5,,,,,,,,,0.5368534379052887,12,0.5371428571428571,17.210714285714285,10.907857142857143,0.1989820010319875,12
2015,2,Saint Michael's,106013,NE10,7-7,5.29,12.14,0.808,0.408,32.93,0.586,0.333,,14.79,14.21,12.36,,9.5,0.25,21.79,0.5,,,,,,,,,0.5149155437178434,20,0.5150714285714285,16.050714285714285,10.047142857142857,0.2552526659398247,20
2015,2,Saint Rose,106026,NE10,4-10,4.43,7.0,0.848,0.428,28.07,0.627,0.269,,12.43,14.36,10.29,,8.0,0.251,17.79,0.286,,,,,,,,,0.5018850486912354,26,0.5020714285714285,15.925,10.389285714285714,0.2459800991618498,27
2015,2,Seton Hill,106043,ECAC-II,9-5,4.57,6.0,0.897,0.646,27.36,0.718,0.254,,16.36,9.5,7.79,4.0,11.79,0.353,13.64,0.643,,,,,,,,,0.5724462288019275,2,0.5726153846153845,17.859999999999996,9.788461538461538,0.25526774434263166,2
2015,2,Shorter,106048,Independent,7-7,4.29,6.93,0.856,0.465,26.5,0.783,0.316,,14.5,10.36,9.29,,10.21,0.316,17.36,0.5,,,,,,,,,0.45023466226437636,49,0.45018181818181807,15.94272727272727,11.817272727272728,0.23032025852626012,49
2015,2,Southern N.H.,106006,NE10,2-13,5.13,7.4,0.848,0.42,30.4,0.728,0.283,,13.87,10.93,11.8,,8.73,0.242,17.67,0.133,,,,,,,,,0.5522102123590636,9,0.5535333333333333,16.296000000000003,10.077333333333334,0.22423317229071071,9
2015,2,St. Anselm,106011,NE10,2-11,4.15,7.08,0.828,0.502,30.31,0.667,0.25,,12.38,10.85,14.08,,8.23,0.227,18.15,0.154,,,,,,,,,0.5646094496985398,4,0.5636153846153845,16.795384615384616,9.804615384615385,0.24399386450720387,4
2015,2,Tampa,106014,Sunshine State,15-4,6.37,7.84,0.889,0.6,27.47,0.759,0.38,,18.89,9.11,8.26,4.26,12.53,0.311,13.68,0.789,,,,,,,,,0.528544669610379,15,0.5285333333333333,17.269999999999996,10.360666666666667,0.2132900581107542,15
2015,2,Tusculum,106037,SAC,5-8,5.77,6.31,0.85,0.46,31.08,0.757,0.388,,15.69,11.08,10.69,,9.92,0.276,17.0,0.385,,,,,,,,,0.4626376369612048,44,0.4633076923076923,16.36076923076923,11.146153846153847,0.23207604344444605,44
2015,2,Walsh,106046,ECAC-II,3-10,5.54,11.08,0.798,0.423,26.62,0.653,0.207,,13.23,10.69,11.15,,7.69,0.277,16.38,0.231,,,,,,,,,0.5040439092515427,25,0.5041666666666668,16.172727272727272,10.211666666666668,0.2680223353047694,25
2015,2,Wheeling,106036,ECAC-II,8-6,5.57,8.29,0.941,0.588,30.43,0.815,0.286,,18.29,10.64,8.93,3.79,12.71,0.332,15.43,0.571,,,,,,,,,0.4596968339555525,47,0.45899999999999996,15.79846153846154,10.643571428571429,0.2837667553265735,47
2015,2,Wingate,106027,SAC,6-10,6.5,4.88,0.842,0.559,37.5,0.685,0.317,,17.38,11.69,12.0,,10.88,0.313,16.25,0.375,,,,,,,,,0.4909328592300994,32,0.4920666666666666,16.474666666666664,10.349999999999998,0.11203360606929015,32
2015,2,Young Harris,106049,,9-7,7.06,7.25,0.902,0.491,27.94,0.605,0.281,,17.94,10.56,10.38,,10.88,0.335,14.5,0.563,,,,,,,,,0.32905653542986624,59,0.32808333333333334,14.121666666666664,12.6725,0.17846356226287638,59
2016,1,Air Force,23983,SoCon,15-3,5.17,6.94,0.871,0.512,24.39,0.706,0.325,,15.22,9.44,7.72,2.33,10.06,0.308,14.11,0.833,15.0,3.0,0.0,18.0,0.8333333333333334,0.43743185420817,0.503247007321173,0.5528610122677116,0.42465677695923454,63,0.4243125,14.582500000000001,10.26875,0.24290808929253466,63
2016,1,Army West Point,23984,Patriot,10-7,6.29,8.24,0.892,0.613,33.59,0.686,0.414,,17.65,9.41,8.0,3.35,11.35,0.291,13.59,0.588,10.0,7.0,0.0,17.0,0.5882352941176471,0.4896056989915121,0.5056979290549976,0.5182861552889172,0.46206839231268465,47,0.4614285714285714,14.655714285714286,10.259285714285713,0.24049137622961933,47
2016,1,Bellarmine,23925,SoCon,6-9,4.67,5.33,0.872,0.545,24.93,0.634,0.342,,13.27,9.13,9.13,-0.53,8.6,0.273,14.07,0.4,6.0,9.0,0.0,15.0,0.4,0.5037820512820512,0.4885819281670128,0.4740365076827788,0.4805208851241903,43,0.48042857142857137,14.075714285714284,9.959999999999999,0.23388663746283897,43
2016,1,Binghamton,23926,America East,4-10,5.07,5.0,0.893,0.483,25.43,0.558,0.227,,14.5,9.57,12.07,-2.64,9.43,0.254,12.5,0.286,4.0,10.0,0.0,14.0,0.2857142857142857,0.5367185403176115,0.4914679945425907,0.4626548402230248,0.5368534379052887,15,0.5366923076923077,16.413846153846155,9.834615384615386,0.18587480675708112,16
2016,1,Boston U.,23927,Patriot,8-7,5.53,8.8,0.802,0.621,32.33,0.692,0.391,,14.87,10.87,9.87,-0.53,9.33,0.281,18.07,0.533,8.0,7.0,0.0,15.0,0.5333333333333333,0.496267015578161,0.50802404781201,0.5084728530754163,0.495748529574715,35,0.49635714285714283,16.154285714285713,10.06642857142857,0.16908392132009356,35
2016,1,Brown,23928,Ivy League,16-3,10.58,8.63,0.876,0.668,39.79,0.64,0.443,,26.89,12.79,9.0,7.32,16.32,0.361,16.74,0.842,16.0,3.0,0.0,19.0,0.8421052631578947,0.5185825139772507,0.5382918115013275,0.604390525653431,0.5194278609136118,22,0.5197777777777778,16.420555555555556,10.161111111111111,0.20968827539828297,22
2016,1,Bryant,23929,NEC,10-5,5.87,7.6,0.873,0.55,31.2,0.63,0.372,,17.07,11.13,8.53,2.67,11.2,0.275,15.73,0.667,10.0,5.0,0.0,15.0,0.6666666666666666,0.5211061149606041,0.4909824013432651,0.549965324482785,0.5153816409450079,25,0.5164285714285715,16.291428571428572,10.15,0.2039270577877276,25
2016,1,Bucknell,23930,Patriot,10-5,5.93,5.73,0.771,0.57,30.07,0.761,0.462,,17.0,12.07,9.07,2.0,11.07,0.305,14.73,0.667,10.0,5.0,0.0,15.0,0.6666666666666666,0.4932531901649549,0.5073612857602356,0.540133583189203,0.48838978651853954,41,0.48884615384615393,15.25153846153846,9.804615384615385,0.17405430017176832,41
2016,1,Canisius,23931,MAAC,4-8,6.0,5.75,0.83,0.507,25.33,0.633,0.371,,15.17,10.0,10.92,-1.75,9.17,0.262,11.92,0.333,4.0,8.0,0.0,12.0,0.3333333333333333,0.4636081034978094,0.4685675129310265,0.4322792633149946,0.439010545283447,58,0.43763636363636355,14.623636363636365,10.360909090909091,0.179265305027986,58
2016,1,Colgate,23932,Patriot,4-10,4.14,5.43,0.876,0.409,24.36,0.634,0.194,,11.79,9.93,10.57,-2.93,7.64,0.231,12.14,0.286,4.0,10.0,0.0,14.0,0.2857142857142857,0.4954297744738921,0.5128217222243548,0.4473488892216062,0.4954670850461141,36,0.49549999999999994,15.27142857142857,10.009285714285713,0.1823993851806681,36
2016,1,Cornell,23933,Ivy League,6-7,5.31,6.77,0.839,0.633,31.92,0.722,0.364,,14.62,10.54,10.23,-0.92,9.31,0.251,15.77,0.462,6.0,7.0,0.0,13.0,0.4615384615384615,0.5287549604083304,0.5217398521494111,0.5101970586261334,0.528544669610379,18,0.5287692307692308,17.23076923076923,10.284615384615385,0.20997844352590608,18
2016,1,Dartmouth,23934,Ivy League,1-13,3.57,7.14,0.749,0.389,28.14,0.52,0.277,,9.93,11.14,12.57,-6.21,6.36,0.207,17.5,0.071,1.0,13.0,0.0,14.0,0.0714285714285714,0.5024441106246298,0.494624107795017,0.392735225118212,0.5018850486912354,33,0.5025384615384616,16.798461538461538,10.513846153846155,0.25582163719898987,33
2016,1,Delaware,23935,CAA,5-10,4.13,7.53,0.844,0.491,26.53,0.592,0.22,,12.33,9.0,10.47,-2.27,8.2,0.256,14.27,0.333,5.0,10.0,0.0,15.0,0.3333333333333333,0.4922525393423226,0.4996630356858593,0.4543753619259594,0.49408698287455854,38,0.49239999999999995,15.152666666666669,10.033333333333331,0.21743222698885584,39
